Title,Genre,ReleaseYear,Rating,Votes,RevenueMillions,MovieScore
Movie 2664,Comedy,1992,7.5,75452,59.92,90.22648918627708
Movie 2665,Horror,2002,8.2,22389,202.2,102.35423161866095
Movie 2666,Action,2015,4.8,94610,255.12,80.50813933127927
Movie 2667,Comedy,2007,7.3,94148,230.3,106.63422756256385
Movie 2668,Horror,2003,5.7,21460,88.41,65.69275789650244
Movie 2669,Drama,2012,5.0,69213,93.75,65.09979216641074
Movie 2670,Horror,1981,5.2,46513,22.4,58.12704483195705
Movie 2671,Action,1999,7.1,12405,217.13,88.63714208928474
Movie 2672,Comedy,2020,4.0,98555,250.97,71.09052077411278
Movie 2673,Comedy,2021,5.5,26688,168.82,72.93803725964258
Movie 2674,Action,1994,5.0,97639,153.6,72.80521262253448
Movie 2675,Horror,1981,6.6,23150,82.94,74.6226354838297
Movie 2676,Horror,1980,8.5,71745,147.64,109.80154275498072
Movie 2677,Horror,1991,5.0,34683,87.08,60.97816882248526
Movie 2678,Horror,2005,8.4,87627,208.03,116.40218922866528
Movie 2679,Action,2010,6.8,48852,112.59,84.67568326289276
Movie 2680,Action,2002,6.3,71039,66.55,77.03228977929612
Movie 2681,Horror,2003,6.1,27735,249.63,87.36896757292564
Movie 2682,Comedy,1995,6.4,84384,202.78,92.87412761389174
Movie 2683,Action,1985,8.0,59058,68.17,94.70733778576752
Movie 2684,Horror,2020,6.3,93838,122.36,84.36681570905476
Movie 2685,Action,1982,4.9,41087,170.77,69.13200979654322
Movie 2686,Comedy,1986,7.8,14855,267.71,101.69904100365383
Movie 2687,Horror,2002,4.5,20976,181.63,62.94331845279456
Movie 2688,Action,2000,6.1,6601,143.27,67.97728026572014
Movie 2689,Action,1996,4.4,11386,230.72,64.16900158436667
Movie 2690,Action,1994,5.4,30245,77.97,63.5094438058777
Movie 2691,Action,2001,6.7,83815,220.88,98.04174063351977
Movie 2692,Comedy,1987,5.7,62709,50.85,68.04877436016127
Movie 2693,Comedy,2004,4.9,4566,254.07,66.6973978846065
Movie 2694,Horror,2008,9.6,11266,267.96,116.36048043037599
Movie 2695,Comedy,2011,5.8,53145,294.57,92.56562910897013
Movie 2696,Horror,1983,6.7,2957,190.96,72.644199909914
Movie 2697,Comedy,1995,5.9,72090,27.04,68.69953848422601
Movie 2698,Comedy,1998,7.3,90004,85.57,91.83262967427108
Movie 2699,Drama,1988,4.3,76300,24.46,50.788497690390194
Movie 2700,Horror,1983,5.9,47631,4.77,64.02743449120779
Movie 2701,Horror,1994,6.2,13666,16.73,60.71398457118177
Movie 2702,Comedy,2018,8.3,33805,70.12,93.56766671823404
Movie 2703,Action,2018,5.6,25016,87.72,65.48494088742852
Movie 2704,Horror,1992,8.1,86267,129.74,105.03223347105217
Movie 2705,Action,1980,3.9,48360,53.19,47.38615103276955
Movie 2706,Drama,2006,6.8,64793,229.83,98.31998434113355
Movie 2707,Drama,2020,7.6,12208,267.2,98.2354578438833
Movie 2708,Action,1989,5.6,77223,10.7,64.09500718375932
Movie 2709,Drama,1996,8.7,21454,267.38,113.50930307760294
Movie 2710,Action,1985,4.5,50069,82.16,56.911297873957956
Movie 2712,Action,1983,6.0,83448,107.24,78.71594567476818
Movie 2713,Drama,2007,5.7,58815,208.1,83.40836447257755
Movie 2714,Horror,2023,5.0,31992,58.38,57.70436203926297
Movie 2715,Drama,2011,6.8,32837,42.72,74.98752329052942
Movie 2716,Drama,1983,3.6,91060,275.54,68.66342560615544
Movie 2717,Drama,2015,7.2,73825,214.69,102.17715701488444
Movie 2718,Comedy,1999,5.1,39309,164.76,70.43009451392112
Movie 2719,Action,2023,8.5,6082,133.06,87.36865283172598
Movie 2720,Action,1994,5.7,59584,26.25,65.29740711809197
Movie 2721,Horror,2015,7.7,62725,206.05,105.66329111559901
Movie 2722,Drama,1998,5.8,45713,184.52,80.68692727906617
Movie 2723,Action,2020,7.6,97464,210.16,108.31908949816986
Movie 2724,Horror,2011,3.6,66849,55.15,45.51174369710832
Movie 2725,Drama,2011,8.0,41460,1.5,85.21006804265824
Movie 2727,Comedy,2012,8.4,5346,183.36,90.44404385356934
Movie 2728,Action,2010,5.4,49640,22.92,60.67989087446376
Movie 2729,Comedy,1986,6.7,46213,2.09,72.17395501183863
Movie 2730,Horror,2004,8.7,6100,60.11,81.84200934902111
Movie 2731,Horror,2013,5.9,26982,17.17,61.91447767063548
Movie 2732,Horror,1984,8.1,24297,140.65,95.86000950345897
Movie 2733,Comedy,2013,7.0,77126,224.07,101.17946084960104
Movie 2734,Comedy,1989,6.1,4584,68.54,58.280326846612446
Movie 2735,Comedy,2012,4.1,80901,49.33,51.26707468094145
Movie 2736,Action,1996,7.0,7233,195.42,81.7478318875843
Movie 2737,Comedy,2014,6.3,77228,282.39,99.14254097280303
Movie 2738,Drama,1998,5.4,32090,185.43,74.57518683826089
Movie 2739,Action,1996,5.5,72444,87.82,70.33020612740152
Movie 2740,Horror,1990,9.2,54805,247.27,125.11330559514217
Movie 2741,Comedy,2017,5.2,19010,20.18,53.25241979755646
Movie 2742,Drama,2000,6.6,35054,14.18,70.48484533523106
Movie 2743,Comedy,2013,7.1,24805,27.47,74.59076995246446
Movie 2744,Action,2008,7.6,73509,89.62,94.12134315079781
Movie 2745,Action,1990,5.4,50716,121.84,70.68768877112271
Movie 2746,Drama,2010,7.2,47147,227.18,100.19753745929452
Movie 2747,Action,2005,6.3,52180,115.77,80.01058445450877
Movie 2748,Action,2011,5.8,36973,265.07,87.51122740309185
Movie 2749,Drama,2011,2.7,44453,250.4,53.93596760924073
Movie 2750,Horror,2021,5.8,60443,285.4,92.39494105409517
Movie 2751,Horror,2023,7.3,63062,161.02,96.7807933916593
Movie 2752,Comedy,2001,6.8,38284,122.29,83.98813148412111
Movie 2753,Horror,1982,7.8,94701,112.37,100.61322510654766
Movie 2754,Comedy,2017,7.2,68985,10.15,81.23494382398222
Movie 2755,Comedy,2009,5.7,44036,133.53,74.30187717116446
Movie 2756,Comedy,1981,7.0,93781,179.32,98.07309753247515
Movie 2757,Comedy,1995,6.3,51468,123.57,80.70403027108689
Movie 2758,Action,1988,8.0,38963,131.92,97.75514737512677
Movie 2759,Comedy,2006,5.4,14381,272.13,78.91115659977717
Movie 2760,Horror,2003,7.7,51346,14.9,85.00698579116177
Movie 2761,Drama,1999,7.2,76620,294.89,110.46471058106295
Movie 2762,Horror,2002,5.8,51131,111.99,74.08356165906989
Movie 2763,Horror,2015,7.6,68755,251.0,109.75122656180517
Movie 2764,Drama,2014,6.3,70361,8.41,71.15787432924145
Movie 2765,Horror,1989,5.8,26794,145.89,73.7256293751879
Movie 2766,Drama,1985,4.6,65298,258.96,76.89496720557327
Movie 2767,Drama,2015,5.8,16984,244.94,80.98649810744917
Movie 2768,Drama,2003,8.0,11563,185.89,93.43421682508989
Movie 2769,Action,1990,9.4,14789,273.89,117.64504162362554
Movie 2770,Action,1996,6.9,69225,195.15,96.41640937572322
Movie 2771,Drama,1985,5.1,97831,36.96,62.30013570443295
Movie 2772,Drama,2000,7.5,15535,92.46,81.6278639289833
Movie 2773,Horror,2000,6.2,26069,255.34,88.57895114295079
Movie 2774,Drama,1980,5.6,92493,124.47,76.48243471657827
Movie 2775,Drama,2002,6.0,77361,243.95,91.93250589768245
Movie 2776,Comedy,1981,4.2,43482,246.17,69.47352641159924
Movie 2777,Action,2000,7.1,11720,70.69,73.58987542443458
Movie 2778,Drama,2007,6.5,33474,47.61,72.48160210863593
Movie 2779,Action,2007,7.0,46403,57.59,80.97498658976708
Movie 2780,Drama,1980,4.0,59021,5.3,44.47266213896325
Movie 2781,Drama,1992,8.4,33880,286.23,116.2401211798597
Movie 2782,Horror,2015,4.6,43072,52.38,54.32299749650026
Movie 2783,Horror,2017,9.0,36345,56.98,100.20555492077085
Movie 2784,Horror,1996,7.5,66175,87.62,92.01254853821034
Movie 2785,Comedy,2009,8.2,52021,116.2,100.66726027712164
Movie 2786,Comedy,2010,6.2,29224,225.34,86.28723467530966
Movie 2787,Action,1986,6.5,24002,101.06,75.66457165986851
Movie 2788,Comedy,2013,7.5,30246,287.09,106.08764213740434
Movie 2789,Action,2018,6.5,58590,83.0,79.65918647098921
Movie 2790,Action,1999,6.2,62004,118.9,80.30681589680862
Movie 2791,Comedy,1989,7.4,47579,202.3,99.92924160054142
Movie 2792,Drama,1986,6.8,34919,56.05,76.73854206768407
Movie 2793,Action,2015,7.0,6754,34.42,65.1682677527601
Movie 2794,Action,2005,7.0,27366,171.65,88.68465230876339
Movie 2795,Horror,2000,8.3,13798,279.25,107.04351665943791
Movie 2796,Horror,2015,7.7,7427,91.39,77.76919180303899
Movie 2797,Action,1985,6.3,86381,106.68,82.27716797845278
Movie 2798,Drama,2001,6.9,89713,24.72,81.16223657056837
Movie 2799,Drama,2014,7.9,73990,42.65,92.83742007102859
Movie 2800,Comedy,2022,7.0,47070,197.8,95.09588665386688
Movie 2801,Drama,2000,5.0,77552,153.89,71.68258426287993
Movie 2802,Horror,1986,8.5,83428,217.97,118.11688562268935
Movie 2803,Drama,1988,7.2,28957,181.48,92.11793284005783
Movie 2804,Drama,1993,8.7,38150,125.65,104.34397306359304
Movie 2805,Action,2022,5.5,24874,156.75,71.34390209114736
Movie 2806,Horror,1998,7.9,86672,53.12,95.1341917951029
Movie 2807,Comedy,2009,6.8,35062,257.45,96.90633171240793
Movie 2808,Drama,1999,4.8,58396,282.04,80.88409502864238
Movie 2809,Comedy,1984,5.6,44144,263.78,86.27131571627982
Movie 2810,Horror,2004,5.7,35660,220.7,81.81633372179779
Movie 2811,Horror,2022,6.6,30203,48.71,72.95481565649388
Movie 2812,Comedy,1981,7.4,83946,162.84,100.18476285469606
Movie 2813,Action,2014,6.5,54980,82.98,79.24382917490892
Movie 2814,Comedy,1986,6.9,23536,27.91,72.24866961728951
Movie 2815,Drama,1984,6.2,20609,152.19,76.80689637808392
Movie 2816,Horror,2014,7.4,91980,60.11,90.58809611592987
Movie 2817,Action,2000,7.9,91527,70.71,97.32376170150816
Movie 2818,Action,2020,7.9,72741,206.24,109.06192628547555
Movie 2819,Comedy,1984,6.5,42239,156.59,84.89129896947094
Movie 2820,Drama,2012,5.5,21231,208.86,75.68395616114594
Movie 2821,Horror,1990,6.2,39857,260.93,91.77008618473845
Movie 2822,Drama,1988,8.1,73368,105.09,101.25537993473698
Movie 2823,Action,1981,9.2,69803,13.28,103.93970866202861
Movie 2824,Action,2006,5.4,48204,45.95,62.8243773571318
Movie 2825,Action,2023,7.4,7856,162.48,82.61978498550107
Movie 2826,Horror,2012,5.7,7383,4.47,51.21730342424133
Movie 2827,Drama,2011,5.5,2521,222.94,65.37444134088676
Movie 2828,Horror,1997,4.1,51957,32.16,47.73458301347645
Movie 2829,Comedy,1998,5.5,62268,254.06,86.12170443752039
Movie 2830,Comedy,1996,5.1,63792,224.59,78.88233360176999
Movie 2831,Action,1980,4.5,96900,86.12,60.27850302984372
Movie 2832,Action,1980,6.9,95235,54.75,84.57738177385568
Movie 2833,Comedy,1994,8.0,89966,297.27,120.9845857232566
Movie 2834,Drama,2007,7.0,4060,244.79,82.64329169380409
Movie 2835,Drama,2014,7.6,24367,32.25,79.99279817102556
Movie 2836,Drama,2001,6.5,67548,236.79,95.96295550629348
Movie 2837,Comedy,2016,4.2,72513,175.02,64.50644668772568
Movie 2838,Comedy,2010,7.0,62532,149.16,92.22014787467077
Movie 2839,Horror,2008,5.9,5725,57.69,56.82035766538256
Movie 2840,Horror,2021,3.4,17142,163.99,49.54677370042543
Movie 2841,Comedy,1986,5.1,27565,191.41,71.28512588209736
Movie 2842,Drama,2002,4.3,40936,165.51,62.21609518781901
Movie 2843,Comedy,2015,6.2,58270,178.65,85.89673089317279
Movie 2844,Horror,1986,7.1,33231,61.23,80.04300667742285
Movie 2845,Horror,2023,5.8,2349,94.63,54.48358952140159
Movie 2846,Horror,2009,5.1,78656,126.15,70.10654472280918
Movie 2847,Comedy,1997,4.7,85924,270.89,80.48678147807476
Movie 2848,Comedy,1981,4.0,39728,204.88,62.84734671438029
Movie 2849,Comedy,2004,6.8,31203,245.18,94.88645068081578
Movie 2850,Action,1994,4.9,57090,141.09,67.77576864853619
Movie 2851,Drama,2001,8.8,24661,109.09,99.9035661125882
Movie 2852,Action,1996,6.4,57560,60.41,76.18884341776774
Movie 2853,Drama,2007,5.6,75696,128.53,75.76616532771958
Movie 2854,Horror,2007,8.5,39277,87.75,98.69156867973895
Movie 2855,Action,2023,5.9,2764,216.31,68.38729589234296
Movie 2856,Comedy,1983,7.4,46475,231.59,102.68451583684038
Movie 2857,Comedy,2021,5.5,21841,175.59,72.5127450041672
Movie 2858,Comedy,1983,6.2,57016,215.08,89.40484943737891
Movie 2859,Drama,2016,7.0,15197,128.23,80.2254338346081
Movie 2860,Drama,1987,5.0,62602,241.25,79.34784239631294
Movie 2861,Comedy,2005,6.1,59527,290.76,96.14063262137029
Movie 2862,Drama,1996,5.2,92011,138.68,73.30230626800113
Movie 2863,Drama,1985,5.7,64593,253.86,88.51849779534103
Movie 2864,Comedy,1984,5.8,34873,117.41,72.40608170028915
Movie 2865,Action,2012,7.0,43852,293.53,104.17318887358006
Movie 2866,Action,1998,5.1,34351,68.44,60.11051915260467
Movie 2867,Action,1989,7.2,57289,210.05,99.88734584529888
Movie 2868,Comedy,2009,4.1,49496,277.41,72.06063609670417
Movie 2869,Action,1996,5.9,57759,105.79,75.26690546404359
Movie 2870,Drama,1990,9.6,15303,246.75,117.17934730675285
Movie 2872,Horror,2009,4.7,97029,18.15,55.784044793690924
Movie 2873,Horror,1994,8.0,36651,9.07,84.98078620868083
Movie 2874,Drama,1999,5.4,84249,5.46,61.790336780358885
Movie 2875,Comedy,2010,8.0,42105,70.73,92.256564218644
Movie 2876,Drama,2010,9.6,30418,168.63,115.96209784476629
Movie 2877,Action,1980,5.3,21234,20.81,54.887052026561065
Movie 2878,Comedy,2007,8.6,38347,100.03,100.77133582609324
Movie 2879,Drama,2018,6.6,3585,66.38,60.657631517489506
Movie 2880,Action,2000,4.2,67513,67.05,53.409379103600756
Movie 2881,Drama,2016,6.3,41350,158.13,82.7810668689245
Movie 2882,Drama,1980,6.3,94175,164.94,88.64740010150915
Movie 2883,Action,2000,8.7,36462,231.93,114.57826394316439
Movie 2884,Comedy,1997,7.0,16833,173.69,85.48709150840065
Movie 2885,Comedy,1982,9.4,33438,50.42,102.9662947269856
Movie 2886,Action,2002,7.5,21389,223.11,97.09109101557337
Movie 2887,Horror,2007,5.2,10228,214.58,69.46950693277644
Movie 2888,Drama,2018,7.5,39358,235.48,102.9015995825453
Movie 2889,Comedy,2015,7.9,6154,236.41,92.56865830508659
Movie 2890,Horror,1989,3.8,57411,292.06,70.84643275482682
Movie 2891,Horror,2019,5.2,33191,209.79,75.11133364246606
Movie 2892,Drama,2003,8.6,20816,52.28,90.74231706028186
Movie 2893,Drama,1989,7.0,53471,170.08,93.21639401976586
Movie 2894,Action,2008,6.4,19087,20.92,65.17561692376127
Movie 2895,Horror,2014,8.0,20935,244.95,104.08880355367984
Movie 2896,Horror,1998,8.4,41675,34.25,92.78151790126942
Movie 2897,Horror,2011,6.7,65696,75.95,81.91681722690899
Movie 2898,Drama,1983,6.4,4957,254.6,79.91604936060887
Movie 2899,Drama,2017,7.1,34726,247.16,98.94843660563018
Movie 2900,Drama,2000,7.1,18083,85.45,78.14475822374293
Movie 2901,Drama,1986,9.5,20193,167.21,110.89583769086053
Movie 2902,Action,2013,3.4,33511,17.57,37.18384013293136
Movie 2903,Drama,1998,9.6,507,220.72,81.88462189675343
Movie 2904,Drama,2002,5.2,68888,286.65,86.5943093214523
Movie 2905,Horror,2022,6.1,49393,169.45,82.87126385368842
Movie 2906,Drama,2022,6.5,92417,153.12,89.63350078504133
Movie 2907,Comedy,2011,8.4,80183,103.27,105.1804658907195
Movie 2908,Comedy,2010,7.0,21617,154.1,85.27897105983303
Movie 2909,Drama,2010,5.9,41474,61.99,68.93279207884602
Movie 2910,Action,2001,5.5,27647,32.6,59.51019769382079
Movie 2911,Drama,2020,5.2,74983,241.25,82.49515618941687
Movie 2912,Comedy,2010,7.8,47083,116.54,95.5795704523525
Movie 2913,Action,2005,8.5,59578,238.19,117.27699675675062
Movie 2914,Comedy,2020,5.8,86196,132.45,79.1584657889192
Movie 2915,Drama,2016,7.0,9388,110.72,75.10305849180983
Movie 2916,Drama,2003,4.9,85504,130.65,68.71101765046106
Movie 2917,Horror,1981,7.3,59107,250.83,105.28898737357173
Movie 2918,Comedy,1986,5.9,81958,131.6,79.91244896710778
Movie 2919,Action,1988,7.3,474,174.18,62.41019806945288
Movie 2920,Comedy,2006,5.3,34246,178.15,73.15417751764974
Movie 2921,Horror,1985,8.3,73079,78.56,100.81027308708313
Movie 2922,Horror,2016,7.9,63630,78.94,95.27476281048911
Movie 2923,Action,2019,9.9,86718,72.81,119.84824002389257
Movie 2924,Action,2004,6.5,23689,197.0,85.1732539314934
Movie 2925,Horror,2021,5.5,87835,172.81,79.88874695101237
Movie 2926,Action,2004,6.5,15995,242.69,87.1896108047836
Movie 2927,Action,1990,5.3,77626,109.11,70.58725409413576
Movie 2928,Comedy,1985,3.5,1363,123.69,37.63261893441192
Movie 2929,Action,2003,5.2,64042,205.46,78.09601206102121
Movie 2930,Comedy,2020,4.4,27996,17.26,46.781351618463965
Movie 2931,Drama,1993,6.0,91681,40.42,72.59848808031609
Movie 2932,Action,1999,7.4,85693,9.47,85.00018186945084
Movie 2933,Action,1996,6.4,86405,79.16,80.6635993396828
Movie 2934,Drama,2023,5.2,76222,250.54,83.50937637368715
Movie 2935,Drama,2011,7.9,41520,271.84,111.19224135839244
Movie 2936,Action,2017,6.6,35296,157.93,84.90525147292968
Movie 2937,Horror,2002,8.4,78099,91.29,103.76126082095334
Movie 2938,Action,1996,7.2,2573,228.21,79.36415799472373
Movie 2939,Drama,1986,6.0,59085,79.71,73.89149573219576
Movie 2940,Drama,2013,7.7,68713,234.02,109.16235346355232
Movie 2941,Comedy,2011,3.0,12601,104.75,38.799832431506005
Movie 2942,Comedy,1981,6.7,58294,139.53,87.47391975596153
Movie 2943,Horror,1991,6.7,13342,199.38,83.57960611767422
Movie 2944,Action,2004,5.9,6322,59.28,57.564499442545824
Movie 2945,Horror,2004,5.8,31228,215.1,81.53479408977378
Movie 2946,Drama,2005,8.9,62856,232.05,121.53769649857254
Movie 2947,Comedy,1993,7.1,91536,86.02,89.71593964189631
Movie 2948,Horror,2022,5.8,73049,218.26,86.7796166196373
Movie 2949,Horror,1981,7.7,98176,152.37,103.74485983288315
Movie 2950,Drama,2004,6.0,28478,174.0,78.94153351529945
Movie 2951,Action,1984,6.0,62113,145.57,80.77736011208376
Movie 2952,Horror,2018,7.7,82162,34.99,90.63574475702048
Movie 2953,Comedy,2009,5.6,15836,251.15,79.26758381955366
Movie 2954,Action,1995,6.7,33768,58.95,75.75789995575823
Movie 2955,Drama,1999,6.9,71432,89.9,86.10795506234695
Movie 2956,Action,2017,5.7,29117,106.33,69.22393736620965
Movie 2957,Action,2020,8.3,47817,88.19,98.25280655805291
Movie 2958,Drama,1980,8.7,79013,163.17,114.43020887916299
Movie 2959,Action,2000,6.8,25919,237.55,92.86183702317024
Movie 2960,Drama,1985,6.7,53449,196.93,92.63256284023639
Movie 2961,Comedy,1980,7.7,39665,264.15,107.94452250952457
Movie 2962,Action,1997,8.1,1528,223.02,81.69419056802539
Movie 2963,Comedy,2005,7.9,56493,155.89,102.02992876276117
Movie 2964,Action,2022,3.9,40252,198.28,61.17946527549961
Movie 2965,Horror,1998,8.4,22516,212.76,105.46101721106115
Movie 2966,Horror,1998,7.6,75793,169.58,102.34988553746744
Movie 2967,Drama,2021,9.2,99942,64.4,112.35366878261792
Movie 2968,Action,2014,7.4,47326,160.76,95.73578814748032
Movie 2969,Horror,1984,7.5,52619,69.86,88.51738665945713
Movie 2970,Horror,1994,5.5,70204,92.43,70.61846146901809
Movie 2971,Horror,2011,7.3,56583,225.84,102.47141523262553
Movie 2972,Drama,2020,6.1,38521,242.38,88.64780719242941
Movie 2973,Drama,2011,6.5,28096,7.8,67.36221757236777
Movie 2974,Horror,1991,5.0,62760,20.59,57.294445702178855
Movie 2975,Comedy,1994,6.3,20548,102.5,72.81257560872118
Movie 2976,Comedy,2019,6.1,71228,281.94,96.35329743885664
Movie 2977,Action,1984,4.4,57731,168.56,65.0956943225448
Movie 2978,Action,2021,5.2,81855,18.44,60.67012780168028
Movie 2979,Action,1998,6.0,37729,7.8,64.00926487775014
Movie 2980,Drama,1990,7.1,47785,108.41,87.33986471870837
Movie 2981,Action,1984,8.8,65211,138.2,111.37150926452401
Movie 2982,Action,2002,6.7,60434,52.23,78.98546869816684
Movie 2983,Drama,1981,5.7,83930,181.37,82.76217677667124
Movie 2984,Drama,1998,8.1,50604,32.29,90.96662588344631
Movie 2985,Action,1983,7.5,53709,75.94,89.27915862174628
Movie 2986,Action,1997,8.9,41398,146.92,109.30800684389753
Movie 2987,Horror,2012,6.7,83673,83.73,84.31537995254835
Movie 2988,Comedy,2009,6.9,33355,171.39,89.00245132192744
Movie 2989,Action,2011,7.1,62114,5.34,78.89487377099923
Movie 2990,Comedy,2013,3.7,47435,108.68,50.70640583841334
Movie 2991,Drama,1982,8.4,71234,297.6,123.6194122170712
Movie 2992,Horror,2018,5.7,48184,264.7,87.93197737522671
Movie 2993,Comedy,2011,5.4,70041,217.55,82.00199184195871
Movie 2994,Action,1993,3.0,30016,186.98,49.6265575004481
Movie 2995,Action,2016,5.6,73724,122.81,75.04634450862747
Movie 2996,Action,1980,5.5,36144,235.88,81.3121164798892
Movie 2997,Comedy,1999,7.7,93620,1.59,88.30097697132007
Movie 2998,Action,2023,7.4,53538,18.6,82.43242573064025
Movie 2999,Action,2000,4.4,84029,144.02,64.29328829045797
Movie 3000,Action,2008,7.4,10897,7.46,69.53887578205853
Movie 3001,Comedy,2010,7.3,70760,65.36,88.0555619472995
Movie 3002,Comedy,1985,3.3,66963,264.86,63.15530445376773
Movie 3003,Drama,2014,4.6,40168,17.06,50.46991383108153
Movie 3004,Comedy,1985,6.2,25820,61.06,69.09144903856902
Movie 3005,Action,1999,7.5,33987,137.19,91.97222100092574
Movie 3006,Action,2012,7.5,10545,97.06,79.18226440067811
Movie 3007,Drama,2020,8.5,28028,252.2,112.26845722341905
Movie 3008,Action,2000,7.2,31752,147.14,89.34734591393182
Movie 3009,Drama,1993,6.6,43650,102.1,80.72427770538431
Movie 3011,Action,1993,7.1,5091,16.37,62.23852431370881
Movie 3012,Action,2012,8.4,25228,196.83,104.82329500615688
Movie 3013,Action,1984,4.3,6350,196.73,57.325380507152786
Movie 3014,Drama,1993,7.5,29409,141.98,91.3661752366103
Movie 3015,Horror,1999,6.1,42184,194.03,84.36690191825832
Movie 3016,Drama,2021,6.9,15172,193.38,85.76618239952418
Movie 3017,Comedy,1990,6.0,89442,32.6,71.66814097919456
Movie 3018,Comedy,2021,4.9,81220,19.97,57.391152655674006
Movie 3019,Drama,2008,7.9,64100,142.78,101.71690042294769
Movie 3020,Horror,2019,6.9,3688,292.22,85.89246381341707
Movie 3021,Comedy,1980,7.4,64086,23.39,84.24217642528787
Movie 3022,Comedy,2019,6.9,33696,254.86,97.41963223208386
Movie 3023,Drama,1983,5.5,2621,276.97,70.99130965378005
Movie 3024,Comedy,2019,6.4,54895,12.28,71.07245289662868
Movie 3025,Action,2012,8.1,57699,223.94,111.19440086521914
Movie 3026,Drama,1991,6.4,40634,166.49,84.56826427639876
Movie 3027,Drama,1983,7.9,5111,157.61,83.22183336885323
Movie 3028,Drama,1996,7.5,78784,218.15,106.3735842679711
Movie 3029,Action,1980,6.0,4797,66.44,57.49972666039784
Movie 3030,Action,1996,4.9,94761,228.41,78.99070644360918
Movie 3031,Horror,2002,8.0,11193,230.68,97.65306559561044
